City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,Moa,20.6569,-74.9403,80.89,82,100,11.86,CU,2022-07-25 23:49:33
281,Airai,-8.9266,125.4092,64.69,52,30,3.65,TL,2022-07-25 23:47:00
282,Zaria,11.1113,7.7227,69.55,91,100,8.23,NG,2022-07-25 23:49:34
283,Waipawa,-41.4122,175.5153,52.66,97,100,12.37,NZ,2022-07-25 23:49:34
284,Ginir,7.1333,40.7,58.05,68,58,15.17,ET,2022-07-25 23:49:35
285,Naze,28.3667,129.4833,83.32,74,9,3.24,JP,2022-07-25 23:49:35
286,Lake City,30.1897,-82.6393,86.05,66,100,3.44,US,2022-07-25 23:48:55
287,Fairbanks,64.8378,-147.7164,73.4,52,75,13.8,US,2022-07-25 23:47:08
288,Bone,51.9669,12.1396,67.89,79,75,7.43,DE,2022-07-25 23:49:36
289,Maragogi,-9.0122,-35.2225,73.13,82,26,11.61,BR,2022-07-25 23:47:12
290,Mareeba,-17.0,145.4333,72.48,79,0,4.9,AU,2022-07-25 23:47:51
291,Elliot,-31.3333,27.85,40.21,46,0,6.98,ZA,2022-07-25 23:49:38
292,Luang Prabang,19.8856,102.1347,74.01,98,75,0.34,LA,2022-07-25 23:47:26
293,Te Anau,-45.4167,167.7167,40.91,98,100,2.26,NZ,2022-07-25 23:49:38
294,Conde,-7.2597,-34.9075,72.86,94,40,8.05,BR,2022-07-25 23:49:39
295,Vila Velha,-20.3297,-40.2925,71.55,88,20,4.61,BR,2022-07-25 23:49:39
296,Jalu,29.0331,21.5482,83.79,22,0,11.63,LY,2022-07-25 23:49:39
297,Misratah,32.3754,15.0925,80.8,74,0,7.65,LY,2022-07-25 23:49:40
298,Marrakesh,31.6315,-8.0083,93.27,22,40,3.44,MA,2022-07-25 23:45:36
299,Kedrovyy,56.1667,91.8167,54.01,98,100,5.08,RU,2022-07-25 23:49:41
300,Kavaratti,10.5669,72.642,81.48,76,50,16.55,IN,2022-07-25 23:49:41
301,Ranfurly,-45.1333,170.1,44.11,92,100,6.67,NZ,2022-07-25 23:49:41
302,Severo-Kurilsk,50.6789,156.125,54.03,83,90,9.93,RU,2022-07-25 23:49:42
303,Imuris,30.7833,-110.8667,87.04,50,46,14.52,MX,2022-07-25 23:49:42
304,Edmonton,53.5501,-113.4687,72.86,59,75,6.91,CA,2022-07-25 23:45:30
305,Owings Mills,39.4196,-76.7803,81.16,83,85,6.96,US,2022-07-25 23:46:02
306,Hofn,64.2539,-15.2082,51.01,89,72,2.73,IS,2022-07-25 23:46:50
307,Pisco,-13.7,-76.2167,62.65,82,40,10.36,PE,2022-07-25 23:49:43
308,Huntington,38.4193,-82.4452,81.73,83,0,3.44,US,2022-07-25 23:49:21
309,Yarmouth,41.7057,-70.2286,80.71,89,100,19.57,US,2022-07-25 23:49:44
310,Tyret Pervaya,53.6703,102.3106,53.2,93,100,12.91,RU,2022-07-25 23:49:44
311,Bethanien,-26.502,17.1583,57.11,43,0,5.53,NA,2022-07-25 23:49:45
312,Yeppoon,-23.1333,150.7333,60.58,74,0,1.07,AU,2022-07-25 23:49:45
313,Denpasar,-8.65,115.2167,74.86,83,40,3.44,ID,2022-07-25 23:47:23
314,Ratangarh,28.0833,74.6,83.05,74,83,10.07,IN,2022-07-25 23:49:46
315,Prado,-17.3411,-39.2208,70.92,83,52,6.4,BR,2022-07-25 23:49:47
316,Iquitos,-3.7481,-73.2472,78.84,94,75,1.14,PE,2022-07-25 23:49:47
317,Lompoc,34.6391,-120.4579,85.01,73,0,16.11,US,2022-07-25 23:49:47
318,Kampot,10.6167,104.1833,78.85,85,74,3.02,KH,2022-07-25 23:49:48
319,Gravdal,68.1214,13.5031,56.1,84,80,9.69,NO,2022-07-25 23:49:48
320,Ust-Kuyga,70.0167,135.6,75.97,49,99,3.49,RU,2022-07-25 23:49:49
321,Vysokogornyy,50.1167,139.15,65.39,94,97,3.65,RU,2022-07-25 23:49:49
322,Kavieng,-2.5744,150.7967,82.9,78,40,16.71,PG,2022-07-25 23:49:50
323,Bastia,42.6667,9.3333,82.2,82,0,4.61,FR,2022-07-25 23:49:50
324,Broken Hill,-31.95,141.4333,49.66,54,0,19.95,AU,2022-07-25 23:50:51
325,Keti Bandar,24.1447,67.4497,82.24,86,99,14.16,PK,2022-07-25 23:50:51
326,Gwanda,-20.9333,29.0,53.2,85,37,7.61,ZW,2022-07-25 23:50:52
327,Coihaique,-45.5752,-72.0662,28.35,93,20,4.61,CL,2022-07-25 23:47:01
328,Ankang,32.68,109.0172,82.67,74,0,1.81,CN,2022-07-25 23:50:52
329,Ouadda,8.0777,22.4007,67.96,96,67,1.59,CF,2022-07-25 23:50:53
330,China,25.7,-99.2333,94.95,35,69,28.07,MX,2022-07-25 23:50:53
331,Guerrero Negro,27.9769,-114.0611,75.33,64,0,16.46,MX,2022-07-25 23:50:54
332,Yarim,14.298,44.3779,60.4,72,100,2.01,YE,2022-07-25 23:50:54
333,Gao,16.6362,1.637,94.59,32,60,13.87,ML,2022-07-25 23:50:55
334,Mahebourg,-20.4081,57.7,68.29,88,40,10.36,MU,2022-07-25 23:50:55
335,Cayenne,4.9333,-52.3333,83.08,3,0,2.3,GF,2022-07-25 23:50:56
336,Eresos,39.1667,25.9333,75.88,70,0,12.01,GR,2022-07-25 23:50:56
337,Namatanai,-3.6667,152.4333,82.27,75,30,8.63,PG,2022-07-25 23:50:57
338,Salalah,17.0151,54.0924,76.03,96,100,8.63,OM,2022-07-25 23:50:57
339,Port Hardy,50.6996,-127.4199,71.78,68,20,12.66,CA,2022-07-25 23:50:58
340,Mponela,-13.5319,33.7401,58.3,60,76,9.17,MW,2022-07-25 23:50:58
341,Kloulklubed,7.0419,134.2556,82.62,79,59,9.08,PW,2022-07-25 23:50:59
342,Teacapan,22.55,-105.75,85.93,70,84,10.33,MX,2022-07-25 23:50:59
343,Santa Ana,33.7456,-117.8678,94.24,64,40,12.66,US,2022-07-25 23:46:39
344,Axim,4.8699,-2.2405,74.46,85,71,8.68,GH,2022-07-25 23:51:00
345,Aripuana,-9.1667,-60.6333,76.37,43,53,2.15,BR,2022-07-25 23:51:00
346,Bubaque,11.2833,-15.8333,77.7,84,98,9.46,GW,2022-07-25 23:51:00
347,Lulea,65.5842,22.1547,62.67,94,20,9.22,SE,2022-07-25 23:51:01
348,Praia,14.9215,-23.5087,79.34,83,40,12.66,CV,2022-07-25 23:51:02
349,Nakhon Phanom,17.3333,104.4167,80.28,80,64,1.81,TH,2022-07-25 23:51:02
350,Fort Nelson,58.8053,-122.7002,74.79,41,75,6.91,CA,2022-07-25 23:51:02
351,Morada Nova,-5.1067,-38.3725,74.23,71,90,4.27,BR,2022-07-25 23:51:03
352,Dongsheng,39.8161,109.9776,66.92,79,99,11.45,CN,2022-07-25 23:51:03
353,Teruel,40.6667,-0.6667,60.33,64,0,2.21,ES,2022-07-25 23:51:04
354,Tres Lagoas,-20.7511,-51.6783,75.06,34,2,2.91,BR,2022-07-25 23:50:06
355,Fare,-16.7,-151.0167,78.37,73,64,11.41,PF,2022-07-25 23:51:05
356,Saint George,37.1041,-113.5841,72.19,83,75,6.91,US,2022-07-25 23:48:49
357,Presidente Epitacio,-21.7633,-52.1156,74.01,36,7,2.42,BR,2022-07-25 23:46:58
358,Pokhara,28.2333,83.9833,70.54,91,99,2.68,NP,2022-07-25 23:47:38
359,Santa Cruz Del Sur,20.7147,-77.9956,81.64,75,89,2.1,CU,2022-07-25 23:46:42
360,Dwarka,22.2394,68.9678,82.65,80,97,16.51,IN,2022-07-25 23:51:06
361,Beberibe,-4.1797,-38.1306,77.86,80,93,10.29,BR,2022-07-25 23:47:08
362,Sibu,2.3,111.8167,75.51,94,40,2.3,MY,2022-07-25 23:51:07
363,Tomatlan,19.9333,-105.25,79.86,87,100,2.66,MX,2022-07-25 23:51:07
364,Preobrazheniye,42.9019,133.9064,73.04,76,33,6.85,RU,2022-07-25 23:51:08
365,Porto Velho,-8.7619,-63.9039,80.65,57,0,0.0,BR,2022-07-25 23:51:08
366,Hami,42.8,93.45,81.95,20,14,8.03,CN,2022-07-25 23:51:09
367,Sorong,-0.8833,131.25,80.31,83,92,4.81,ID,2022-07-25 23:48:22
368,Portland,45.5234,-122.6762,102.51,33,0,10.36,US,2022-07-25 23:47:44
369,Zaysan,47.4667,84.8667,63.14,34,0,8.28,KZ,2022-07-25 23:51:10
370,Atar,20.5169,-13.0499,92.66,40,97,8.61,MR,2022-07-25 23:51:10
371,Hegang,47.4,130.3667,74.39,77,6,0.51,CN,2022-07-25 23:52:10
372,Ancud,-41.8697,-73.8203,46.04,93,100,7.56,CL,2022-07-25 23:52:11
373,Marawi,7.9986,124.2928,75.88,78,92,1.74,PH,2022-07-25 23:52:11
374,Diego De Almagro,-26.3667,-70.05,60.76,47,0,1.34,CL,2022-07-25 23:52:12
375,Oros,-6.2444,-38.9136,75.97,45,80,7.54,BR,2022-07-25 23:52:13
376,Mumbwa,-14.9783,27.0619,56.95,53,0,4.63,ZM,2022-07-25 23:52:13
377,Puerto Escondido,15.85,-97.0667,86.83,58,100,3.44,MX,2022-07-25 23:47:22
378,Leua,48.2156,18.6071,75.49,38,45,4.72,SK,2022-07-25 23:52:14
379,Peyima,8.7,-11.0333,68.38,99,82,1.48,SL,2022-07-25 23:52:14
380,Los Llanos De Aridane,28.6585,-17.9182,71.35,78,0,17.27,ES,2022-07-25 23:52:15
381,Hirara,24.8,125.2833,86.27,79,20,2.3,JP,2022-07-25 23:52:15
382,Nuevitas,21.5453,-77.2644,80.28,83,78,13.31,CU,2022-07-25 23:52:16
383,Ogbomosho,8.133,4.25,70.41,99,97,2.86,NG,2022-07-25 23:52:16
384,Sikeston,36.8767,-89.5879,82.44,74,0,6.91,US,2022-07-25 23:51:09
385,West Bay,19.3667,-81.4167,86.07,74,20,11.5,KY,2022-07-25 23:52:17
386,Varberg,57.1056,12.2508,63.23,92,59,14.47,SE,2022-07-25 23:52:18
387,Borogontsy,62.6683,131.1683,74.08,51,43,6.29,RU,2022-07-25 23:52:18
388,Labuhan,-6.8844,112.2051,73.63,78,53,7.87,ID,2022-07-25 23:52:19
389,Udachnyy,66.4167,112.4,71.46,77,59,6.4,RU,2022-07-25 23:52:19
390,Port Lincoln,-34.7333,135.8667,56.57,61,22,12.35,AU,2022-07-25 23:52:20
391,Zhigansk,66.7697,123.3711,69.37,55,28,1.01,RU,2022-07-25 23:52:21
392,Warren,39.4334,-84.1666,78.75,70,0,3.44,US,2022-07-25 23:48:57
393,Gazanjyk,39.2446,55.5154,80.2,54,91,4.54,TM,2022-07-25 23:52:21
394,Giyon,8.5333,37.9833,55.96,90,72,0.78,ET,2022-07-25 23:52:22
395,Malkangiri,18.35,81.9,74.82,97,100,2.37,IN,2022-07-25 23:52:22
396,Cap Malheureux,-19.9842,57.6142,66.47,78,5,3.0,MU,2022-07-25 23:52:23
397,Osorno,-40.5667,-73.15,52.11,76,100,12.66,CL,2022-07-25 23:52:23
398,Moshi,-3.35,37.3333,66.58,86,39,1.83,TZ,2022-07-25 23:52:24
399,Shahrud,36.4182,54.9763,69.06,69,83,12.91,IR,2022-07-25 23:52:24
400,Bowen,-20.0167,148.2333,69.76,67,70,8.43,AU,2022-07-25 23:52:25
401,Akdagmadeni,39.6603,35.8836,50.58,81,0,3.44,TR,2022-07-25 23:52:25
402,Malanje,-9.5402,16.341,66.9,30,1,1.21,AO,2022-07-25 23:52:25
403,Sao Joao Da Barra,-21.6403,-41.0511,71.15,82,2,12.39,BR,2022-07-25 23:51:02
404,Mount Isa,-20.7333,139.5,62.37,48,0,19.57,AU,2022-07-25 23:52:26
405,Dudinka,69.4058,86.1778,56.62,79,95,11.43,RU,2022-07-25 23:52:27
406,Santiago Del Estero,-27.7951,-64.2615,73.47,59,13,4.34,AR,2022-07-25 23:52:27
407,Sivaki,52.6333,126.75,79.52,53,63,4.21,RU,2022-07-25 23:52:28
408,Kovur,14.4833,79.9833,81.63,71,100,6.69,IN,2022-07-25 23:52:28
409,Port Blair,11.6667,92.75,81.16,81,96,8.05,IN,2022-07-25 23:52:29
410,Novikovo,51.1537,37.8879,62.56,92,100,5.79,RU,2022-07-25 23:52:29
411,Helena,46.5927,-112.0361,85.19,26,0,13.8,US,2022-07-25 23:48:10
412,Toora-Khem,52.4675,96.11,51.84,76,47,2.46,RU,2022-07-25 23:52:30
413,Alofi,-19.0595,-169.9187,76.89,57,75,13.8,NU,2022-07-25 23:52:30
414,Waterloo,43.4668,-80.5164,69.48,59,0,10.36,CA,2022-07-25 23:50:38
415,Okhotsk,59.3833,143.3,62.2,71,56,5.14,RU,2022-07-25 23:52:31
416,Banjarmasin,-3.3244,114.591,77.14,81,90,2.66,ID,2022-07-25 23:52:31
417,Sisimiut,66.9395,-53.6735,43.52,89,100,10.8,GL,2022-07-25 23:53:32
418,Roblin,51.23,-101.3565,54.05,97,100,8.46,CA,2022-07-25 23:53:32
419,Kurmanayevka,52.5093,52.0675,61.11,93,78,5.28,RU,2022-07-25 23:53:33
420,Can,40.0333,27.0524,65.43,88,0,2.84,TR,2022-07-25 23:53:33
421,Aizkraukle,56.6048,25.2553,57.7,89,72,4.41,LV,2022-07-25 23:53:33
422,Iracoubo,5.4802,-53.2011,78.85,85,96,7.92,GF,2022-07-25 23:53:34
423,Yekaterinoslavka,50.3734,129.1139,76.23,67,0,1.81,RU,2022-07-25 23:53:34
424,Indramayu,-6.3264,108.32,74.41,71,100,9.64,ID,2022-07-25 23:53:35
425,Orlik,52.5178,99.825,51.26,83,100,3.44,RU,2022-07-25 23:53:35
426,Emba,48.8264,58.1442,72.66,56,100,12.93,KZ,2022-07-25 23:53:35
427,Goya,-29.14,-59.2626,69.44,76,14,7.0,AR,2022-07-25 23:53:36
428,Nivala,63.9167,24.9667,64.69,78,100,8.61,FI,2022-07-25 23:53:36
429,Santa Rosa,14.3122,121.1114,85.08,80,99,2.39,PH,2022-07-25 23:53:37
430,Letterkenny,54.95,-7.7333,53.6,78,100,6.22,IE,2022-07-25 23:53:37
431,Kahului,20.8947,-156.47,87.82,62,40,23.02,US,2022-07-25 23:53:38
432,Sitka,57.0531,-135.33,57.99,97,100,2.1,US,2022-07-25 23:53:38
433,Kaniama,-7.5667,24.1833,72.14,34,21,6.76,CD,2022-07-25 23:53:38
434,Laela,-8.5667,32.05,55.44,77,44,3.74,TZ,2022-07-25 23:53:39
435,Ayagoz,47.9714,80.4392,59.56,41,0,9.44,KZ,2022-07-25 23:53:39
436,Nanortalik,60.1432,-45.2371,42.75,96,100,7.29,GL,2022-07-25 23:52:26
437,Puerto Maldonado,-12.6,-69.1833,74.26,91,94,2.15,PE,2022-07-25 23:53:40
438,Najran,17.4924,44.1277,77.65,43,100,4.92,SA,2022-07-25 23:53:40
439,Skala Fourkas,39.9998,23.3841,76.53,66,0,3.18,GR,2022-07-25 23:53:41
440,Chake Chake,-5.2459,39.7666,72.63,82,53,9.46,TZ,2022-07-25 23:53:42
441,Kemijarvi,66.7131,27.4306,58.42,79,100,6.58,FI,2022-07-25 23:53:42
442,Teguise,29.0605,-13.564,86.22,33,0,19.57,ES,2022-07-25 23:53:42
443,Alta Floresta,-9.8756,-56.0861,76.66,38,43,3.94,BR,2022-07-25 23:53:43
444,Sabang,5.8933,95.3214,80.13,78,100,9.89,ID,2022-07-25 23:53:43
445,Simpang,-1.2667,104.0833,73.24,97,100,2.3,ID,2022-07-25 23:53:44
446,Richards Bay,-28.783,32.0377,55.27,78,42,5.46,ZA,2022-07-25 23:53:44
447,Terney,45.0503,136.6092,76.28,67,1,1.99,RU,2022-07-25 23:53:45
448,Caconda,-13.7333,15.0667,57.92,38,35,1.79,AO,2022-07-25 23:53:45
449,Asasa,7.1,39.2,54.72,86,84,3.09,ET,2022-07-25 23:53:45
450,Nargana,9.4428,-78.5906,78.55,85,100,7.58,PA,2022-07-25 23:53:46
451,Nuuk,64.1835,-51.7216,43.88,87,82,5.01,GL,2022-07-25 23:53:46
452,Machali,-34.1833,-70.6667,51.28,89,100,1.57,CL,2022-07-25 23:53:47
453,Milton,34.1322,-84.3007,86.61,81,100,2.84,US,2022-07-25 23:53:47
454,Biltine,14.5333,20.9167,87.13,50,83,8.79,TD,2022-07-25 23:53:48
455,Yerbogachen,61.2767,108.0108,70.38,80,42,9.84,RU,2022-07-25 23:53:48
456,Yumen,40.2833,97.2,74.23,37,76,5.12,CN,2022-07-25 23:53:04
457,Zhanaozen,43.3,52.8,69.39,64,0,7.67,KZ,2022-07-25 23:53:49
458,Bridlington,54.0831,-0.1919,56.89,74,95,18.34,GB,2022-07-25 23:53:49
459,Kokopo,-4.352,152.2633,84.07,67,12,3.89,PG,2022-07-25 23:53:49
460,Russell,32.3502,-85.1999,87.08,71,87,3.51,US,2022-07-25 23:52:40
461,Antofagasta,-23.65,-70.4,58.28,83,19,4.65,CL,2022-07-25 23:53:50
462,Sitges,41.2351,1.8119,82.15,75,0,1.57,ES,2022-07-25 23:53:50
463,Socorro,31.6546,-106.3033,94.5,28,40,6.91,US,2022-07-25 23:53:51
464,Tefe,-3.3542,-64.7114,76.62,84,76,1.77,BR,2022-07-25 23:53:24
465,Boguchany,58.3814,97.4531,56.12,93,100,5.53,RU,2022-07-25 23:54:51
466,Ingham,42.6,-84.3833,73.85,56,0,8.05,US,2022-07-25 23:54:52
467,Maceio,-9.6658,-35.7353,72.84,88,75,4.61,BR,2022-07-25 23:53:56
468,Byron Bay,-28.65,153.6167,66.7,65,0,6.58,AU,2022-07-25 23:54:53
469,Chapais,49.7834,-74.8492,56.98,95,100,10.83,CA,2022-07-25 23:54:53
470,Kalabo,-14.97,22.6814,57.11,48,0,5.84,ZM,2022-07-25 23:54:54
471,San Francisco,37.7749,-122.4194,82.99,77,20,18.41,US,2022-07-25 23:51:45
472,Monroe,43.1501,-77.6831,72.59,59,35,3.0,US,2022-07-25 23:52:47
473,Wagga Wagga,-35.1167,147.3667,48.61,87,100,18.41,AU,2022-07-25 23:54:54
474,Stromness,58.965,-3.296,50.88,81,39,15.01,GB,2022-07-25 23:54:55
475,Inhambane,-23.865,35.3833,60.42,85,0,7.7,MZ,2022-07-25 23:53:31
476,Mount Hagen,-5.8581,144.2274,63.36,82,40,3.44,PG,2022-07-25 23:54:55
477,Bloemhof,-27.6469,25.607,48.63,27,0,7.11,ZA,2022-07-25 23:54:56
478,Vardo,70.3705,31.1107,53.58,87,100,10.36,NO,2022-07-25 23:54:57
479,Olga,43.7444,135.2892,77.47,68,5,2.39,RU,2022-07-25 23:54:57
480,Thunder Bay,48.4001,-89.3168,75.18,41,20,10.36,CA,2022-07-25 23:53:45
481,Ondarroa,43.3167,-2.4167,68.52,87,64,4.27,ES,2022-07-25 23:54:58
482,Samoded,63.6083,40.5111,51.53,96,66,3.47,RU,2022-07-25 23:54:58
483,Trincomalee,8.5711,81.2335,78.75,86,100,10.2,LK,2022-07-25 23:54:58
484,Placido De Castro,-10.3353,-67.1856,78.42,62,84,2.62,BR,2022-07-25 23:54:59
485,Shimanovsk,52.0,127.7,78.73,56,45,4.65,RU,2022-07-25 23:54:59
486,Honningsvag,70.9821,25.9704,51.55,100,100,2.3,NO,2022-07-25 23:55:00
487,Isangel,-19.55,169.2667,77.11,94,100,9.22,VU,2022-07-25 23:55:00
488,Isla Mujeres,21.2311,-86.731,87.17,74,71,9.15,MX,2022-07-25 23:55:01
489,Anastacio,-20.4836,-55.8069,76.57,35,5,3.56,BR,2022-07-25 23:55:01
490,Talnakh,69.4865,88.3972,56.21,72,70,7.11,RU,2022-07-25 23:55:01
491,Saldanha,-33.0117,17.9442,51.85,52,1,8.5,ZA,2022-07-25 23:55:02
492,Palmer,42.1584,-72.3287,79.92,74,75,4.61,US,2022-07-25 23:55:02
493,Barra Patuca,15.8,-84.2833,79.47,80,64,5.99,HN,2022-07-25 23:55:03
494,Verkhnevilyuysk,63.4453,120.3167,76.37,59,20,7.07,RU,2022-07-25 23:55:03
495,Eureka,40.8021,-124.1637,75.2,77,54,5.99,US,2022-07-25 23:52:38
496,Agadez,19.75,10.25,87.35,17,5,11.48,NE,2022-07-25 23:55:04
497,Gazojak,41.1875,61.4036,82.51,38,34,22.66,TM,2022-07-25 23:55:04
498,Boyolangu,-8.1181,111.8935,71.64,84,49,1.34,ID,2022-07-25 23:53:16
499,Greytown,-29.0642,30.5928,38.44,93,2,1.57,ZA,2022-07-25 23:55:05
500,Tooele,40.5308,-112.2983,94.89,31,0,10.36,US,2022-07-25 23:51:03
501,Pontes E Lacerda,-15.2261,-59.3353,76.55,38,29,4.14,BR,2022-07-25 23:55:06
502,Georgiyevka,43.0369,74.7114,69.84,56,0,6.71,KZ,2022-07-25 23:55:06
503,Priargunsk,50.3691,119.1012,69.19,83,98,10.51,RU,2022-07-25 23:55:06
504,Newport,51.5877,-2.9984,60.82,82,13,7.72,GB,2022-07-25 23:55:07
505,Bondo,3.8146,23.6866,69.03,97,99,2.33,CD,2022-07-25 23:55:07
506,Raudeberg,61.9875,5.1352,56.95,85,97,21.81,NO,2022-07-25 23:55:08
507,Laguna,38.421,-121.4238,99.14,34,0,11.5,US,2022-07-25 23:55:08
508,Tank,32.2217,70.3793,86.27,70,94,2.93,PK,2022-07-25 23:55:09
509,Garissa,-0.4536,39.6401,70.92,81,46,16.98,KE,2022-07-25 23:55:09
510,Longonjo,-12.9067,15.2533,60.06,37,24,2.44,AO,2022-07-25 23:55:09
511,Kizilskoye,52.7255,58.8937,62.71,70,81,7.4,RU,2022-07-25 23:56:10
512,Kholodnyy,62.7167,147.95,69.6,41,19,1.9,RU,2022-07-25 23:56:10
513,Ahipara,-35.1667,173.1667,56.61,88,87,22.88,NZ,2022-07-25 23:56:11
514,Cabedelo,-6.9811,-34.8339,74.07,83,51,13.15,BR,2022-07-25 23:56:11
515,Requena,39.4883,-1.1004,73.8,65,8,3.31,ES,2022-07-25 23:56:12
516,Mishan,45.55,131.8833,74.01,81,8,3.62,CN,2022-07-25 23:56:12
517,Nicoya,10.1483,-85.452,76.64,84,81,1.54,CR,2022-07-25 23:56:13
518,Mandalgovi,45.7625,106.2708,60.93,61,88,6.4,MN,2022-07-25 23:56:13
519,Enshi,30.3,109.4833,78.66,93,17,0.4,CN,2022-07-25 23:56:13
520,Muros,42.7762,-9.0603,61.0,90,10,8.41,ES,2022-07-25 23:56:14
521,Wollongong,-34.4333,150.8833,61.93,94,79,8.77,AU,2022-07-25 23:56:14
522,Talara,-4.5772,-81.2719,68.76,77,0,17.27,PE,2022-07-25 23:56:15
523,Ushumun,52.7833,126.5333,79.57,52,57,4.21,RU,2022-07-25 23:56:15
524,Vao,-22.6667,167.4833,69.33,68,44,13.96,NC,2022-07-25 23:53:29
525,La Mata,8.0833,-80.8833,75.45,89,99,3.06,PA,2022-07-25 23:56:16
526,Luderitz,-26.6481,15.1594,55.6,84,33,11.18,NA,2022-07-25 23:56:16
527,Port Hedland,-20.3167,118.5667,59.05,51,30,6.91,AU,2022-07-25 23:51:43
528,Honiara,-9.4333,159.95,87.55,60,11,8.57,SB,2022-07-25 23:56:17
529,Kalmunai,7.4167,81.8167,79.72,79,100,3.53,LK,2022-07-25 23:56:17
530,Sao Jose De Mipibu,-6.0747,-35.2378,75.07,88,0,9.22,BR,2022-07-25 23:54:16
531,Torrington,41.8007,-73.1212,81.68,85,75,1.99,US,2022-07-25 23:55:05
532,Bonthe,7.5264,-12.505,74.95,78,83,5.64,SL,2022-07-25 23:56:18
533,San Cristobal,7.7669,-72.225,77.18,98,40,2.39,VE,2022-07-25 23:56:19
534,Puerto Del Rosario,28.5004,-13.8627,80.35,61,0,16.11,ES,2022-07-25 23:56:19
535,Rio Esteban,15.8333,-86.3,86.05,87,89,7.54,HN,2022-07-25 23:56:20
536,Kenora,49.8167,-94.4337,72.57,53,75,12.66,CA,2022-07-25 23:56:20
537,Contai,21.7786,87.7536,78.89,89,93,5.19,IN,2022-07-25 23:56:21
538,Tiarei,-17.5333,-149.3333,82.42,85,59,9.6,PF,2022-07-25 23:56:21
539,Comodoro Rivadavia,-45.8667,-67.5,40.86,81,75,3.44,AR,2022-07-25 23:56:22
540,San Carlos Del Zulia,9.0,-71.9135,79.47,78,6,5.57,VE,2022-07-25 23:56:22
541,Cristalina,-16.7686,-47.6136,60.76,51,0,4.68,BR,2022-07-25 23:56:23
542,Tukrah,32.5341,20.5791,78.15,85,0,5.5,LY,2022-07-25 23:56:23
543,Kharan,28.5833,65.4167,84.0,61,100,6.24,PK,2022-07-25 23:56:23
544,Snyder,32.7179,-100.9176,101.32,15,0,9.22,US,2022-07-25 23:56:24
545,Taunggyi,20.7833,97.0333,64.4,93,7,0.94,MM,2022-07-25 23:56:24
546,Mindelo,16.8901,-24.9804,78.35,83,20,12.66,CV,2022-07-25 23:56:25
547,Guaruja,-23.9931,-46.2564,66.16,82,68,2.3,BR,2022-07-25 23:55:05
548,Usinsk,65.9939,57.5281,49.51,74,100,19.69,RU,2022-07-25 23:56:25
549,Takoradi,4.8845,-1.7554,74.17,88,82,8.21,GH,2022-07-25 23:56:26
550,Kamaishi,39.2667,141.8833,77.67,89,63,3.58,JP,2022-07-25 23:56:26
551,Cockburn Town,21.4612,-71.1419,81.88,85,36,22.93,TC,2022-07-25 23:56:27
552,Aktash,50.3,87.7333,39.31,81,6,1.23,RU,2022-07-25 23:56:27
553,Babu,24.4167,111.5167,85.12,71,2,2.53,CN,2022-07-25 23:56:27
554,Henties Bay,-22.116,14.2845,54.37,94,34,4.99,NA,2022-07-25 23:56:28
555,Cortes,41.9395,-1.4396,69.85,71,0,20.07,ES,2022-07-25 23:56:28
556,Gimli,50.6336,-96.9907,71.46,72,76,6.2,CA,2022-07-25 23:56:29
557,Nekhayevskiy,50.4106,41.7561,61.45,95,66,5.66,RU,2022-07-25 23:56:29
558,Jardim,-21.4803,-56.1381,74.25,37,3,2.93,BR,2022-07-25 23:56:29
559,Bilibino,68.0546,166.4372,53.47,44,44,8.86,RU,2022-07-25 23:57:30
560,Puerto El Triunfo,13.2833,-88.55,81.45,78,100,6.78,SV,2022-07-25 23:57:30
